,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,latitude,longitude,postal_code,city_name,smileys,cvr_number,checked_findsmiley
0,Restaurant Albatrossen,"Brøndby Havnevej 20, Hvidovre","(12.4430556, 55.6097222)",4.0,426,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJj6fF7HtWUkYRU7vKWrLPJqQ,OPERATIONAL,"Brøndby Havnevej 20, 2650 Hvidovre, Denmark",41 10 37 40,2.0,https://www.albatrossen.dk/,"('1130', '1630'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100')",55.6097222,12.4430556,2650,Hvidovre,"[1, 1, 1, 1]",29334544,1
1,Havkatten,"Brøndby Havnevej 24, Hvidovre","(12.4429091, 55.6099069)",4.0,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJu3EP8tRXUkYRic6gYoR43Ds,OPERATIONAL,"Brøndby Havnevej 24, 2650 Hvidovre, Denmark",20 20 22 87,,http://havkatten.dk/,"('1000', '1600'); ('1000', '1600'); ('1000', '1600'); ('1000', '1600'); ('1000', '1600'); ('1000', '1600'); ('1000', '1600')",55.6099069,12.4429091,2650,Hvidovre,"[1, 1, 2, 1]",38843397,1
2,Restaurant Engtoftegård,"Vestre Gade 32, Brøndby","(12.440763, 55.655276)",4.3,561,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJdapK5clWUkYRmKLS85w1D0s,OPERATIONAL,"Vestre Gade 32, 2605 Brøndby, Denmark",61 63 24 94,2.0,http://engtoftegard.dk/,"('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",55.655276,12.440763,2605,Brøndby,['Elite'],39413426,1
3,Cafe Sixpence,"Brøndbyøster, Brøndbyøster Torv 37, Brøndby","(12.4402804, 55.66353950000001)",4.2,209,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnzBp7zRRUkYRxcJ1K0LxKQc,OPERATIONAL,"Brøndbyøster, Brøndbyøster Torv 37, 2605 Brøndby, Denmark",36 83 66 82,2.0,http://sixpence-restaurant.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.66353950000001,12.4402804,2605,Brøndby,['Elite'],40722793,1
4,Torvets Cafe & Pizzaria,"Brøndbyøster Torv 18, Brøndby","(12.438693, 55.66412700000001)",4.0,97,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJeQEKjzRRUkYRR8riW9eVcDs,OPERATIONAL,"Brøndbyøster Torv 18, 2605 Brøndby, Denmark",36 48 02 21,,https://torvets-cafe.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.66412700000001,12.438693,2605,Brøndby,"[1, 1, 2, 1]",39382873,1
5,Kai Sushi,"Brøndbyøster Torv 29, Brøndby","(12.4403082, 55.66356570000001)",4.4,134,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJw0jc8TRRUkYRrv6MklmF90k,OPERATIONAL,"Brøndbyøster Torv 29, 2605 Brøndby, Denmark",35 11 68 88,2.0,http://www.kaisushi.dk/,"('1500', '2200'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2200'); ('1200', '2200')",55.66356570000001,12.4403082,2605,Brøndby,['Elite'],38705067,1
6,La Serra,"Nygårds Plads 2M, Brøndby","(12.4417198, 55.66560869999999)",3.5,89,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ55nnSTRRUkYRmhqoshskaq4,OPERATIONAL,"Nygårds Pl. 2M, 2605 Brøndby, Denmark",36 48 00 59,2.0,https://www.la-serra.com/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.66560869999999,12.4417198,2605,Brøndby,"[1, 1, 2, 1]",21302694,1
7,Restaurant og Café Nielsen,"Nygårds Plads 3A, Brøndby","(12.4377021, 55.6659584)",3.9,190,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO3kcjDNRUkYRsjy6NNavUw0,OPERATIONAL,"Nygårds Pl. 3A, 2605 Brøndby, Denmark",88 77 20 70,2.0,http://www.restaurantogcafenielsen.dk/,,55.6659584,12.4377021,2605,Brøndby,"[1, 1, 1, 2]",37310832,1
8,Brøndby Kebab Grill,"Nygårds Plads 2, Brøndby","(12.4410881, 55.66559119999999)",4.2,38,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJoyVNQjRRUkYRBFkRmwybNxc,OPERATIONAL,"Nygårds Pl. 2, 2605 Brøndby, Denmark",36 47 49 35,,https://www.hungry.dk/broendby/broendby-kebab-grill/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000')",55.66559119999999,12.4410881,2605,Brøndby,,0,1
9,Quickstop To Go,"perron Quick Stop to go (Dsb, Gillesager 1 På Brøndby Øster stations, Brøndby","(12.4409591, 55.6650521)",4.5,41,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJw3N3YjRRUkYRHvmfCic5_ys,OPERATIONAL,"Gillesager 1 På Brøndby Øster stations, perron Quick Stop to go (Dsb, 2605 Brøndby, Denmark",91 72 39 39,,https://quickstop.meal4u.dk/,"('1000', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '0000'); ('1000', '0000')",55.6650521,12.4409591,2605,Brøndby,,0,1
10,Bella Mamma Pizza - Brøndby,"Turpinssvinget 7, Brøndby","(12.4356861, 55.6657905)",3.6,59,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYWQGlTNRUkYRdia53hIhIok,OPERATIONAL,"Turpinssvinget 7, 2605 Brøndby, Denmark",36 75 77 87,2.0,https://bellamammapizza.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.6657905,12.4356861,2605,Brøndby,"[1, 1, 2, 1]",38907115,1
11,McDonald's,"Brøndbyøstervej 1, Brøndby","(12.43699, 55.668698)",3.4,1190,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJDRvoEjFRUkYRuqkue7JPoi0,OPERATIONAL,"Brøndbyøstervej 1, 2605 Brøndby, Denmark",27 80 09 12,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=85,"('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100')",55.668698,12.43699,2605,Brøndby,['Elite'],25651960,1
12,Krua Thai Catering,"2. TV, Fjeldhammervej 17 b, Rødovre","(12.4393699, 55.6748304)",3.9,7,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ9xoBHEdRUkYRFRNBdMb1fk0,OPERATIONAL,"2. TV, Fjeldhammervej 17 b, 2610 Rødovre, Denmark",25 94 82 28,,https://kruathaicatering.dk/,"('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000')",55.6748304,12.4393699,2610,Rødovre,,0,1
13,Restaurant Espehus,"Korsdalsvej 77, Rødovre","(12.4371727, 55.6797447)",3.4,238,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ3Rw3sjxRUkYRuwlajfX4lvM,OPERATIONAL,"Korsdalsvej 77, 2610 Rødovre, Denmark",36 41 07 58,2.0,http://www.espehus.dk/,"('1200', '2100'); ('1200', '1600'); ('1200', '1600'); ('1200', '1600'); ('1200', '1600'); ('1200', '2100'); ('1200', '2100')",55.6797447,12.4371727,2610,Rødovre,,0,1
14,Espehus Kro,"Korsdalsvej 77, Rødovre","(12.4370801, 55.6797591)",4.7,20,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJfd2JLH9RUkYRt1JrOmv35PI,OPERATIONAL,"Korsdalsvej 77, 2610 Rødovre, Denmark",40 55 55 70,,https://espehus.dk/,,55.6797591,12.4370801,2610,Rødovre,,0,1
15,McDonald's,"Mileparken 39, Herlev","(12.4377931, 55.71669540000001)",3.5,1568,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJl11UMa1RUkYRnacSMrLddVk,OPERATIONAL,"Mileparken 39, 2730 Herlev, Denmark",88 80 80 71,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=14,"('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0200'); ('0700', '0200')",55.71669540000001,12.4377931,2730,Herlev,['Elite'],41683554,1
16,Herlev Grill og Kebab,"Stationsalleen 17, Herlev","(12.4425478, 55.7193139)",4.3,82,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQ6Uw9bJRUkYRXrQjS-kCpGs,OPERATIONAL,"Stationsalleen 17, 2730 Herlev, Denmark",44 92 68 44,,https://www.hungry.dk/herlev/stations-kebab/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.7193139,12.4425478,2730,Herlev,,0,1
17,Farfars Grill & Pizza House,"Herlev Hovedgade 129, Herlev","(12.4388617, 55.7225611)",4.0,323,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ__liuUxQUkYRBCCvX20YsHw,OPERATIONAL,"Herlev Hovedgade 129, 2730 Herlev, Denmark",44 92 04 66,1.0,http://farfarspizza.dk/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",55.7225611,12.4388617,2730,Herlev,['Elite'],41146729,1
18,Herlev Kro & Hotel,"Herlev Torv 9, Herlev","(12.438713, 55.724083)",4.2,613,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJB3LlXktQUkYRgHD7JEtkinM,OPERATIONAL,"Herlev Torv 9, 2730 Herlev, Denmark",44 94 00 03,2.0,https://www.herlev-kro.dk/,,55.724083,12.438713,2730,Herlev,['Elite'],31361958,1
19,Sushi LP Herlev,"Herlev Hovedgade 102, Herlev","(12.4425, 55.7227778)",4.3,84,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJmwYVabNRUkYRvKOmLwk_xjU,OPERATIONAL,"Herlev Hovedgade 102, 2730 Herlev, Denmark",44 84 88 68,2.0,https://sushilp.dk/,"('1530', '2030'); ('1530', '2030'); ('1530', '2030'); ('1530', '2030'); ('1530', '2030'); ('1530', '2030'); ('1530', '2030')",55.7227778,12.4425,2730,Herlev,['Elite'],33590563,1
20,Herlev Kebab og Pizza,"Herlev Hovedgade 113, Herlev","(12.4419759, 55.7223866)",4.5,177,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYaZuarNRUkYRzUCUJCnYvJ4,OPERATIONAL,"Herlev Hovedgade 113, 2730 Herlev, Denmark",44 91 03 92,2.0,https://herlevkebabogpizza.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.7223866,12.4419759,2730,Herlev,,0,1
21,French Chicken,"Herlev Hovedgade 109, Herlev","(12.4426, 55.7222702)",4.0,118,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJK55_bLNRUkYRSeBVhSrQcM8,OPERATIONAL,"Herlev Hovedgade 109, 2730 Herlev, Denmark",44 94 29 89,2.0,https://www.hungry.dk/herlev/french-chicken/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.7222702,12.4426,2730,Herlev,[1],31911907,1
22,Sandwich & Bagel Herlev,"Herlev Hovedgade 105, St Tv, Herlev","(12.443378, 55.722115)",4.4,101,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",ChIJWdhlc7NRUkYRC_glUia6iIU,OPERATIONAL,"Herlev Hovedgade 105, St Tv, 2730 Herlev, Denmark",53 54 57 70,1.0,https://sandwichandbagel.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '1900'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1100', '1900')",55.722115,12.443378,2730,Herlev,"[1, 1]",41100087,1
23,Café Risico,"Herlev Hovedgade 123, Herlev","(12.439803, 55.72275499999999)",4.1,320,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5_J4s0xQUkYRmGAghPFR8U8,OPERATIONAL,"Herlev Hovedgade 123, 2730 Herlev, Denmark",44 84 05 08,2.0,http://www.caferisico.dk/,,55.72275499999999,12.439803,2730,Herlev,['Elite'],39625059,1
24,Herlev Fisk & Vildt,"Herlev Torv 10, Herlev","(12.4392133, 55.7239508)",4.4,94,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJt35bqkxQUkYREFc_60OHAoM,OPERATIONAL,"Herlev Torv 10, 2730 Herlev, Denmark",44 91 34 34,,http://herlevfisk.dk/,,55.7239508,12.4392133,2730,Herlev,['Elite'],35410074,1
25,The Village Restaurant,"Herlev Hovedgade 104, København","(12.4423096, 55.72278699999999)",4.1,50,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6zn-nWhTUkYRJ51l6LGK80U,OPERATIONAL,"Herlev Hovedgade 104, 2730 København, Denmark",34 12 34 56,,https://thevillagerestaurant.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1130', '1000'); ('1130', '1000'); ('1130', '1000'); ('1130', '1000'); ('1130', '1000'); ('1130', '1000'); ('1130', '1000')",55.72278699999999,12.4423096,2730,Herlev,,0,1
26,Kazmi,"Herlev Hovedgade 104, Herlev","(12.4423096, 55.72278699999999)",4.2,26,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJPyhb5UFRUkYRwZ7MAC3cuXc,OPERATIONAL,"Herlev Hovedgade 104, 2730 Herlev, Denmark",51 49 66 66,,https://kazmi.dk/,"('1200', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1200', '2200')",55.72278699999999,12.4423096,2730,Herlev,[1],38333461,1
27,Byens Kebab Grill,"11, Herlev Torv 9, Herlev","(12.4387135, 55.7239153)",3.0,3,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJCzvwXktQUkYRUvdBfF4dODo,OPERATIONAL,"11, Herlev Torv 9, 2730 Herlev, Denmark",,,,,55.7239153,12.4387135,2730,Herlev,,0,1
28,Pappas Pizza Herlev,"Herlev Bygade 27, Herlev","(12.4388472, 55.72496650000001)",3.9,146,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4zjSa0tQUkYRm8DotV1RVZ8,OPERATIONAL,"Herlev Bygade 27, 2730 Herlev, Denmark",44 53 53 90,2.0,https://www.eatonline.dk/restaurant/91/pappas-pizza-grill,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.72496650000001,12.4388472,2730,Herlev,['Elite'],28608330,1
29,Pippali,"Copenhagen DK, Herlev Bygade 34, Herlev","(12.4391719, 55.725722)",4.2,398,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJx6FEFktQUkYRFktDhjs9f9w,OPERATIONAL,"Copenhagen DK, Herlev Bygade 34, 2730 Herlev, Denmark",44 92 99 99,2.0,http://pippali.dk/,"('1200', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.725722,12.4391719,2730,Herlev,,0,1
30,Torino Pizza & Grill,"Herlev Bygade 2, Herlev","(12.4412725, 55.7254285)",4.0,121,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJFdR7yrRRUkYR21C3pdUBT6o,OPERATIONAL,"Herlev Bygade 2, 2730 Herlev, Denmark",44 91 74 74,2.0,https://torinoherlev.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1200', '2130')",55.7254285,12.4412725,2730,Herlev,['Elite'],28071981,1
31,Suki Sushi,"2730, Herlev Bygade 27, Herlev","(12.438725, 55.724988)",4.2,197,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4zjSa0tQUkYRrjSGs2EVn9Y,OPERATIONAL,"2730, Herlev Bygade 27, 2730 Herlev, Denmark",44 84 84 66,2.0,http://www.sukisushi.dk/,"('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130')",55.724988,12.438725,2730,Herlev,"[1, 1, 2, 1]",36106093,1
32,Katsura Sushi,"Herlev Bygade 40, Herlev","(12.4384774, 55.7252093)",4.0,111,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLQHSWlhRUkYReIOIXT-c4TY,OPERATIONAL,"Herlev Bygade 40, 2730 Herlev, Denmark",44 50 02 08,,https://sushikatsura.dk/,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1200', '2200'); ('1200', '2200')",55.7252093,12.4384774,2730,Herlev,,0,1
33,La Sosta Pizza & Burger House,"Runddyssen 6, Herlev","(12.4437009, 55.7345504)",3.8,111,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJg_ZGoDRQUkYRhRSK2lVuWkU,OPERATIONAL,"Runddyssen 6, 2730 Herlev, Denmark",44 92 65 28,2.0,https://la-sosta.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.7345504,12.4437009,2730,Herlev,['Elite'],28351178,1
34,Værebro Pizza,"Værebrovej 72, Bagsværd","(12.4395738, 55.75729070000001)",3.7,67,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJG1yQD9pPUkYRswTVlZabUOM,OPERATIONAL,"Værebrovej 72, 2880 Bagsværd, Denmark",44 44 04 29,,https://www.vaerebropizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.75729070000001,12.4395738,2880,Bagsværd,['Elite'],28054017,1
35,Dit lokale Thai køkken,"Trædrejerporten 1 C/o Avedøre Idrætscenter / Avedøre Svømmehal, Hvidovre","(12.4462237, 55.6277081)",4.5,10,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJueUcvItXUkYRuxSvMLN-qF4,OPERATIONAL,"Trædrejerporten 1 C/o Avedøre Idrætscenter / Avedøre Svømmehal, 2650 Hvidovre, Denmark",31 21 02 08,,http://www.jasminris.dk/,"('1000', '2000'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1000', '2100')",55.6277081,12.4462237,2650,Hvidovre,"[1, 1, 1]",37940321,1
36,Simply Cooking A / S,"Valhøjs Alle 126, Rødovre","(12.445984, 55.673325)",4.1,26,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnUIEgQRTUkYRtaok_1tsxX8,OPERATIONAL,"Valhøjs Alle 126, 2610 Rødovre, Denmark",22 20 06 48,,http://simplycooking.dk/,,55.673325,12.445984,2610,Rødovre,,0,1
37,Carlsros Selskabslokaler,"Borgm G Jensens Vej 17, Rødovre","(12.4453038, 55.68183550000001)",3.7,28,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJdcAIj1RUkYRL6wM_2w8-lk,OPERATIONAL,"Borgm G Jensens Vej 17, 2610 Rødovre, Denmark",,,,"('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200')",55.68183550000001,12.4453038,2610,Rødovre,,0,1
38,Lucerne Pizza & Indisk Specialiteter,"Lucernevej 58, Rødovre","(12.4459813, 55.6837001)",3.8,48,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJgbeN9hVRUkYRkham3pQJ8Xw,OPERATIONAL,"Lucernevej 58, 2610 Rødovre, Denmark",36 70 38 88,,https://www.hungry.dk/roedovre/lucerne-pizza-indisk-specialiteter/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1200', '2200')",55.6837001,12.4459813,2610,Rødovre,"[1, 1, 1, 2]",30150724,1
39,The Pizza,"Islevbrovej 32, Rødovre","(12.445872, 55.7050478)",3.9,83,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJEQEmlAdRUkYRG4DWHTpMkPM,OPERATIONAL,"Islevbrovej 32, 2610 Rødovre, Denmark",44 24 24 15,2.0,https://www.hungry.dk/roedovre/the-pizza/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1500', '2100'); ('1530', '2100'); ('1530', '2100'); ('1530', '2100'); ('1530', '2100'); ('1530', '2100'); ('1500', '2100')",55.7050478,12.445872,2610,Rødovre,,0,1
40,Indian Curry,"Islevbrovej 25, Rødovre","(12.4466093, 55.7048634)",4.0,51,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJPwFM6gdRUkYRcsyiDwIuvFo,OPERATIONAL,"Islevbrovej 25, 2610 Rødovre, Denmark",44 24 03 52,2.0,https://www.hungry.dk/roedovre/indian-curry/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",55.7048634,12.4466093,2610,Rødovre,,0,1
41,Oscars Cantina,"Islevbrovej 23, Rødovre","(12.4469911, 55.7049051)",3.8,70,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1yNPD2tRUkYRiACcxwD_jF4,OPERATIONAL,"Islevbrovej 23, 2610 Rødovre, Denmark",44 94 61 01,,https://www.oscarscantina.dk/,"('1200', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1200', '2145')",55.7049051,12.4469911,2610,Rødovre,[1],33424531,1
42,Profumo Di Pane,"Runddyssen 1B, Herlev","(12.4469247, 55.7313944)",5.0,5,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1ZsWWQlRUkYRKLJZXXBoCwE,OPERATIONAL,"Runddyssen 1B, 2730 Herlev, Denmark",26 19 68 88,,,,55.7313944,12.4469247,2730,Herlev,['Elite'],33818084,1
43,Haveforening Nyvang,"Klausdalsbrovej 307, Herlev","(12.4447301, 55.7451579)",4.1,11,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJUcVUvy1QUkYRZVRrf5yegvE,OPERATIONAL,"Klausdalsbrovej 307, 2730 Herlev, Denmark",,,https://haveforeningnyvang.dk/,,55.7451579,12.4447301,2730,Herlev,,0,1
44,Restaurant Nuova Italia,"Tårnvej 215, Rødovre","(12.4519544, 55.68157289999999)",4.3,584,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxU7lvz9RUkYRagke7I0lsss,OPERATIONAL,"Tårnvej 215, 2610 Rødovre, Denmark",36 72 81 29,2.0,https://www.ristorantenuovaitalia.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.68157289999999,12.4519544,2610,Rødovre,['Elite'],40023364,1
45,Sam 2610,"Tårnvej 321, Rødovre","(12.449788, 55.687696)",4.1,61,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-QxxFxRRUkYRraYKaa0RZv4,OPERATIONAL,"Tårnvej 321, 2610 Rødovre, Denmark",91 96 00 66,2.0,https://sam2610.dk/,"('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200')",55.687696,12.449788,2610,Rødovre,,0,1
46,Islev Pizza & Burger,"Tårnvej 475 A, Rødovre","(12.4483117, 55.6955296)",4.0,145,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4VfIMw5RUkYR1tbpbtC5grM,OPERATIONAL,"Tårnvej 475 A, 2610 Rødovre, Denmark",36 72 70 80,2.0,http://www.islevpizza.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.6955296,12.4483117,2610,Rødovre,,0,1
47,Dalle Valle,"Herlev Hovedgade 17, Herlev","(12.4494514, 55.7181741)",3.6,1007,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJwZa8xbFRUkYRGLrSuGY7HAg,OPERATIONAL,"Herlev Hovedgade 17, 2730 Herlev, Denmark",44 91 45 20,2.0,https://dallevalle.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",55.7181741,12.4494514,2730,Herlev,,0,1
48,Leo's Legeland,"Herlev Hovedgade 31, Herlev","(12.449629, 55.7181627)",3.9,701,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJxwHFTLBRUkYRwFIGuH5B2FY,OPERATIONAL,"Herlev Hovedgade 31, 2730 Herlev, Denmark",44 65 00 60,,https://www.leoslegeland.dk/herlev/,"('0900', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('0900', '1900')",55.7181627,12.449629,2730,Herlev,,0,1
49,MAX Burgers,"Herlev Hovedgade 55, Herlev","(12.4501191, 55.71853059999999)",3.7,1890,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSWZQtrFRUkYRvY6RtB1btgc,OPERATIONAL,"Herlev Hovedgade 55, 2730 Herlev, Denmark",79 30 43 43,2.0,http://g6.max.dk/store-locator/Find-max/Herlev/?utm_source=listings&utm_medium=local&utm_campaign=yext&utm_content=11342,"('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '0000'); ('1000', '0000')",55.71853059999999,12.4501191,2730,Herlev,,0,1
