,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,latitude,longitude,postal_code,city_name,smileys,cvr_number,checked_findsmiley
1873,Byens Pizza,"Hyldegårds Tværvej 43, Charlottenlund","(12.5802264, 55.7631658)",4.0,120,"['meal_delivery', 'meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJk_LyHKNNUkYRljAZYHNiRQo,OPERATIONAL,"Hyldegårds Tværvej 43, 2920 Charlottenlund, Denmark",39 40 44 40,,https://www.byenspizzaordrup.dk/,"('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200')",55.7631658,12.5802264,2920,Charlottenlund,"[1, 1]",41666447,1
1874,Byens Pizza 1995 & Cafe Nora Ordrup,"Hyldegårds Tværvej 43, Charlottenlund","(12.5802872, 55.7631182)",4.5,4,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ9-zp12RNUkYRnoPZ8QQeBfU,OPERATIONAL,"Hyldegårds Tværvej 43, 2920 Charlottenlund, Denmark",39 40 44 40,,http://byenspizzaordrup.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",55.7631182,12.5802872,2920,Charlottenlund,,0,1
1875,NANO SUSHI,"Ordrupvej 55, Charlottenlund","(12.5801122, 55.7639763)",4.5,93,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLYb3qWRNUkYRAPHhp6Csepg,OPERATIONAL,"Ordrupvej 55, 2920 Charlottenlund, Denmark",31 38 88 18,2.0,http://www.nanosushi.dk/,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1200', '2200'); ('1200', '2200')",55.7639763,12.5801122,2920,Charlottenlund,['Elite'],38501860,1
1876,Fish sushi,"Ugandavej 111, 123, Kastrup","(12.5856137, 55.6033135)",3.9,755,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJG5gLxSqrU0YRbHC02EFTwl0,OPERATIONAL,"Ugandavej 111, 123, 2770 Kastrup, Denmark",51 60 98 88,,http://www.fishsushi.dk/,"('1400', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",55.6033135,12.5856137,2770,Kastrup,[1],42186597,1
1877,Tobano Pizza,"Pilegård Alle 39, Kastrup","(12.5861391, 55.6161028)",3.8,160,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJRddicWGrU0YRHINsp0oOIzI,OPERATIONAL,"Pilegård Alle 39, 2770 Kastrup, Denmark",32 50 46 24,2.0,http://www.tobanopizza.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.6161028,12.5861391,2770,Kastrup,['Elite'],29109087,1
1878,Ye Sushi,"Kongelundsvej 295, Kastrup","(12.5857995, 55.61652269999999)",4.1,72,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJfY7WRMxUUkYR1_V3ZE-hkK8,OPERATIONAL,"Kongelundsvej 295, 2770 Kastrup, Denmark",32 32 09 77,2.0,http://www.yesushi-2770.dk/,,55.61652269999999,12.5857995,2770,Kastrup,,0,1
1879,Hos Fang Burger & Kina Grill,"Kongelundsvej 291, Kastrup","(12.5859326, 55.61688579999999)",4.0,13,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJi31HuhhVUkYRPezXqBDei9A,OPERATIONAL,"Kongelundsvej 291, 2770 Kastrup, Denmark",32 51 06 23,,https://m.facebook.com/permalink.php?id=820120805001874&story_fbid=849592558721365#!/hosfangogpeter/,,55.61688579999999,12.5859326,2770,Kastrup,,0,1
1880,Kongelundsgrillen v/Chi-Haong Cheng,"Kongelundsvej 291, Kastrup","(12.585992, 55.6168593)",4.1,19,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ0W_CQsxUUkYRkBO1OWQl1os,OPERATIONAL,"Kongelundsvej 291, 2770 Kastrup, Denmark",32 51 06 23,2.0,,,55.6168593,12.585992,2770,Kastrup,,0,1
1881,French Chicken,"Kongelundsvej 260, Kastrup","(12.5858313, 55.6194461)",4.1,243,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJuZQB7MtUUkYRevgkFFNEbt4,OPERATIONAL,"Kongelundsvej 260, 2770 Kastrup, Denmark",32 52 64 66,2.0,http://www.frenchchickenkastrup.dk/,"('1200', '2100'); ('1030', '2100'); ('1030', '2100'); ('1030', '2100'); ('1030', '2100'); ('1030', '2100'); ('1200', '2100')",55.6194461,12.5858313,2770,Kastrup,['Elite'],41424346,1
1882,Napoli Express,"Islands Brygge, København","(12.5851393, 55.6634322)",4.6,59,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQfqLW3pTUkYRuONi3gZuPZA,OPERATIONAL,"Islands Brygge, 2300 København, Denmark",91 81 31 22,,https://www.instagram.com/napoliexpressdk/,,55.6634322,12.5851393,2300,København S,[1],42335894,1
1883,Blue Elephant,"Amager Boulevard 70, København","(12.586089, 55.66723499999999)",4.0,132,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvdgcFUBTUkYRuI4kXYxEZu4,OPERATIONAL,"Amager Boul. 70, 2300 København, Denmark",33 96 59 70,2.0,http://www.blueelephant.dk/,,55.66723499999999,12.586089,2300,København S,,0,1
1884,Filini Restaurant,"Center Boulevard 70, København S","(12.5862707, 55.6673841)",3.9,49,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJK2RdGaRUUkYRlju1WA7LMXw,OPERATIONAL,"Center Blvd. 70, 2300 København, Denmark",33 96 50 00,,https://www.radissonblu.com/en/scandinaviahotel-copenhagen/restaurants,,55.6673841,12.5862707,2300,København S,,0,1
1885,Cafe Rabes Have,"Langebrogade 8, København K","(12.5861693, 55.67015290000001)",4.5,176,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJPyrYkD9TUkYRjR_lLKBVcRM,OPERATIONAL,"Langebrogade 8, 1411 København, Denmark",32 57 34 17,2.0,,,55.67015290000001,12.5861693,1000-1499,København K,,0,1
1886,No. 2,"Nicolai Eigtveds Gade 32, København","(12.5843266, 55.6725402)",4.5,369,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJg_vhKz5TUkYR7GN5bOpKpHI,OPERATIONAL,"Nicolai Eigtveds Gade 32, 1402 København, Denmark",33 11 11 68,3.0,http://www.nummer2.dk/,,55.6725402,12.5843266,1000-1499,København K,['Elite'],29817189,1
1887,Kayak Bar,"Børskaj 12, København K","(12.5868, 55.67539999999999)",4.3,1285,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJHQpN5T1TUkYRL7Go9z1ZBTo,OPERATIONAL,"Børskaj 12, 1221 København K, Denmark",30 49 00 13,2.0,https://kayak-bar.business.site/?utm_source=gmb&utm_medium=referral,,55.67539999999999,12.5868,1000-1499,København K,"[1, 2, 1, 1]",39120992,1
1888,McDonald's,"Kongens Nytorv 17, København K","(12.584783, 55.679581)",3.5,2567,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmR7d-w1TUkYRJM3j1SLqK-k,OPERATIONAL,"Kongens Nytorv 17, 1050 København K, Denmark",88 80 80 77,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=108,"('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0400'); ('0700', '0500'); ('0700', '0500')",55.679581,12.584783,1000-1499,København K,"[1, 2, 1, 1]",41683538,1
1889,Boutique Fisk,"Kongens Nytorv 13, København K","(12.5848708, 55.6788962)",3.9,65,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6XMovBdTUkYRFylHj03_k74,OPERATIONAL,"Kongens Nytorv 13, 1050 København, Denmark",33 18 21 50,,http://www.boutiquefisk.dk/,"('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000')",55.6788962,12.5848708,1000-1499,København K,,0,1
1890,Joe & The Juice,"Kongens Nytorv 13, København K","(12.5848506, 55.67910879999999)",3.9,130,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJISMlohdTUkYRvMovkanhYpI,OPERATIONAL,"Kongens Nytorv 13, 1051 København, Denmark",,2.0,https://www.joejuice.com/,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",55.67910879999999,12.5848506,1000-1499,København K,['Elite'],26589355,1
1891,Retreat,"Kongens Nytorv 13, København K","(12.5847374, 55.67929909999999)",3.8,82,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJM3f2vRdTUkYRTEp3duA7dXM,OPERATIONAL,"Kongens Nytorv 13, 1050 København, Denmark",77 34 33 40,2.0,http://retreatfood.dk/,"('1000', '2000'); ('0700', '2000'); ('0700', '2000'); ('0700', '2000'); ('0700', '2000'); ('0700', '2000'); ('1000', '2000')",55.67929909999999,12.5847374,1000-1499,København K,['Elite'],35488286,1
1892,Brasseri du Nord,"Kongens Nytorv 15, København K","(12.5848503, 55.6794433)",3.3,4,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJNX-MlhdTUkYRg9gapp2uK7I,OPERATIONAL,"Kongens Nytorv 15, 1050 København, Denmark",,,,"('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900')",55.6794433,12.5848503,1000-1499,København K,,0,1
1893,Llama,"Lille Kongensgade 14, København","(12.5839967, 55.6796437)",4.4,1435,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ_0zz5A1TUkYR7ewSUjU0Bcc,OPERATIONAL,"Lille Kongensgade 14, 1074 København, Denmark",89 93 66 87,2.0,https://cofoco.dk/restauranter/llama/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=llama,"('1730', '0000'); ('1730', '0000'); ('1730', '0000'); ('1730', '0000'); ('1730', '0000'); ('1730', '0200'); ('1730', '0200')",55.6796437,12.5839967,1000-1499,København K,['Elite'],35399550,1
1894,Skindbuksen,"Lille Kongensgade 4, København","(12.5844943, 55.6797614)",4.2,730,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJd_hcmhdTUkYRFle52SdQOvs,OPERATIONAL,"Lille Kongensgade 4, 1074 København, Denmark",33 12 90 37,2.0,https://skindbuksen.dk/,,55.6797614,12.5844943,1000-1499,København K,"[1, 1, 1, 2]",34602794,1
1895,Hotel D'Angleterre,"Kongens Nytorv 34, København","(12.584614, 55.6806838)",4.6,987,"['spa', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtRm9KRhTUkYRdv7vSCAmeVM,OPERATIONAL,"Kongens Nytorv 34, 1050 København, Denmark",33 12 00 95,3.0,https://www.dangleterre.com/?utm_source=mybusiness&utm_medium=organic,,55.6806838,12.584614,1000-1499,København K,['Elite'],33368127,1
1896,Trattoria Fiat,"Kongens Nytorv 18, København","(12.585954, 55.68135600000001)",4.1,816,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJG5J4OxhTUkYRq58PdgX8KLs,OPERATIONAL,"Kongens Nytorv 18, 1050 København, Denmark",33 14 22 77,2.0,http://f-i-a-t.dk/,"('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000')",55.68135600000001,12.585954,1000-1499,København K,['Elite'],30688759,1
1897,Marchal,"Kongens Nytorv 34, København","(12.5848064, 55.6803667)",4.5,304,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtRm9KRhTUkYRhIT68DTO0r8,OPERATIONAL,"Kongens Nytorv 34, 1050 København, Denmark",33 12 00 94,4.0,https://www.dangleterre.com/en/dining/marchal?utm_source=MarchalGMB&utm_medium=organic,,55.6803667,12.5848064,1000-1499,København K,,0,1
1898,Coffee Collective Bernikow,"Kristen Bernikows Gade 2, København K","(12.5825417, 55.6800711)",4.6,668,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJy_p2bxdTUkYRPKPZZHLCDKA,OPERATIONAL,"Kristen Bernikows Gade 2, 1105 København, Denmark",60 15 15 25,,http://coffeecollective.dk/,"('0800', '1800'); ('0700', '1800'); ('0700', '1800'); ('0700', '1800'); ('0700', '1800'); ('0700', '1800'); ('0800', '1800')",55.6800711,12.5825417,1000-1499,København K,,0,1
1899,Restaurant Vita,"Store Kongensgade 25, København K","(12.5861519, 55.6826222)",4.2,732,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJrfnOWhhTUkYR3YKUaOHXZys,OPERATIONAL,"Store Kongensgade 25, 1264 København, Denmark",33 11 80 11,2.0,https://restaurantvita.dk/,"('1100', '0000'); ('1100', '0100'); ('1100', '0100'); ('1100', '0300'); ('1100', '0300'); ('1100', '0500'); ('1100', '0500')",55.6826222,12.5861519,1000-1499,København K,"[1, 4, 1, 1]",35976264,1
1900,KhunJuk,"Store Kongensgade 9, København","(12.5853534, 55.6821885)",4.6,460,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLTJ4SRhTUkYRoM0wzNhyEOI,OPERATIONAL,"Store Kongensgade 9, 1264 København, Denmark",26 82 73 19,3.0,https://www.khunjuk.dk/,,55.6821885,12.5853534,1000-1499,København K,,0,1
1901,Koefoed,"Landgreven 3, København K","(12.585532, 55.682953)",4.6,455,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSUn9UxhTUkYRYd5e3r3hbYY,OPERATIONAL,"Landgreven 3, 1301 København, Denmark",56 48 22 24,3.0,http://www.restaurant-koefoed.dk/,,55.682953,12.585532,1000-1499,København K,"[1, 1, 2, 1]",29637474,1
1902,Den Lille Fede,"Store Kongensgade 17, København K","(12.5856745, 55.6821689)",4.5,471,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgW0bRhhTUkYRX3Z_b8h0bIk,OPERATIONAL,"Store Kongensgade 17, 1264 København, Denmark",33 33 70 02,2.0,http://www.denlillefede.dk/,,55.6821689,12.5856745,1000-1499,København K,['Elite'],30608933,1
1903,Restaurant Els,"Store Strandstræde 3, København K","(12.5877377, 55.68091)",3.8,241,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSwybCBhTUkYR5p_MTssDDRU,OPERATIONAL,"Store Strandstræde 3, 1255 København, Denmark",33 14 13 41,2.0,http://www.restaurant-els.dk/,,55.68091,12.5877377,1000-1499,København K,['Elite'],10133696,1
1904,Madklubben,"Store Kongensgade 66, København K","(12.587681, 55.6840732)",4.1,670,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJEyVf6xhTUkYRaLSaikIOdVQ,OPERATIONAL,"Store Kongensgade 66, 1264 København K, Denmark",38 42 34 14,2.0,https://madklubben.dk/restauranter/madklubben-koebenhavn/,,55.6840732,12.587681,1000-1499,København K,"[1, 1, 1, 2]",30069005,1
1905,M,"Store Kongensgade 56, København","(12.5872123, 55.6835256)",4.4,327,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8yB99BhTUkYRhVlv-ZTczTk,OPERATIONAL,"Store Kongensgade 56, 1264 København, Denmark",22 79 36 38,2.0,https://www.restaurant-m.dk/,,55.6835256,12.5872123,1000-1499,København K,"[1, 1, 1, 2]",27028802,1
1906,Royal Garden,"Dronningens Tværgade 30, København K","(12.5857461, 55.6841218)",4.0,392,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8xDP4hhTUkYRwxp5B1KQ7wU,OPERATIONAL,"Dronningens Tværgade 30, 1302 København, Denmark",33 15 16 07,2.0,https://royalgarden.dk/,,55.6841218,12.5857461,1000-1499,København K,['Elite'],27017932,1
1907,Rebel,"Store Kongensgade 52, København K","(12.5871003, 55.68340680000001)",4.4,267,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJp96W7RhTUkYRN1oYKEENdjQ,OPERATIONAL,"Store Kongensgade 52, 1264 København, Denmark",33 32 32 09,,http://www.restaurantrebel.dk/,,55.68340680000001,12.5871003,1000-1499,København K,['Elite'],33250320,1
1908,El Viejo Mexico,"Store Kongensgade 61, København K","(12.5877209, 55.6844921)",4.0,422,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJbRtt6hhTUkYRFpXK5nRGSbI,OPERATIONAL,"Store Kongensgade 61, 1264 København, Denmark",60 15 16 68,2.0,https://www.elviejomexico.dk/,,55.6844921,12.5877209,1000-1499,København K,['Elite'],16804738,1
1909,Sticks'n'Sushi,"Borgergade 13, København K","(12.5844472, 55.6832889)",4.4,611,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ76FQqBlTUkYR-JrCeC46X90,OPERATIONAL,"Borgergade 13, 1300 København, Denmark",33 11 88 11,3.0,https://sticksnsushi.com/da,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2130'); ('1100', '2130'); ('1100', '2200'); ('1100', '2200')",55.6832889,12.5844472,1000-1499,København K,,0,1
1910,Restaurant Pluto,"Borgergade 16, København","(12.5851983, 55.68345799999999)",4.4,858,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnRZCABlTUkYRdbR4fra9eNQ,OPERATIONAL,"Borgergade 16, 1300 København, Denmark",33 16 00 16,3.0,http://www.restaurantpluto.dk/,"('1700', '2300'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0200'); ('1700', '0200')",55.68345799999999,12.5851983,1000-1499,København K,"[1, 1, 1, 2]",37673277,1
1911,Cantina,"Borgergade 2, København K","(12.5841844, 55.6823974)",4.1,805,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJNYObthlTUkYRd3SKUXUMAIM,OPERATIONAL,"Borgergade 2, 1300 København, Denmark",88 16 99 95,2.0,http://www.cantinacph.dk/,"('1130', '2300'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0100'); ('1130', '0100'); ('1130', '0100')",55.6823974,12.5841844,1000-1499,København K,['Elite'],37380148,1
1912,Kokkeriet,"Kronprinsessegade 64, København K","(12.585017, 55.68752199999999)",4.3,545,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJUVuyvx5TUkYR69ALH7SPcWQ,OPERATIONAL,"Kronprinsessegade 64, 1306 København, Denmark",33 15 27 77,4.0,http://www.kokkeriet.dk/,"('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1200', '1600'); ('1700', '0000')",55.68752199999999,12.585017,1000-1499,København K,"[1, 1, 4, 4]",36618876,1
1913,Ristorante Café Leo,"Sølvgade 2, København","(12.5847642, 55.68582479999999)",4.5,266,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJb_uXNhlTUkYR3cdCndefdWE,OPERATIONAL,"Sølvgade 2, 1307 København, Denmark",53 55 98 76,1.0,http://www.cafeleo.dk/,,55.68582479999999,12.5847642,1000-1499,København K,['Elite'],39667738,1
1914,Fabro,"Borgergade 134, København K","(12.5878026, 55.6866065)",4.6,193,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJP5D1Lx9TUkYRXiEB-uVaSG0,OPERATIONAL,"Borgergade 134, 1300 København, Denmark",31 34 22 93,1.0,http://www.fabropasta.dk/,,55.6866065,12.5878026,1000-1499,København K,['Elite'],38965727,1
1915,Nyboders Køkken,"Borgergade 134, København K","(12.5880099, 55.68680759999999)",4.3,436,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJq6nTJB9TUkYRgA1bPJHUjdg,OPERATIONAL,"Borgergade 134, 1300 København, Denmark",22 88 64 15,2.0,http://www.nyboderskoekken.dk/,,55.68680759999999,12.5880099,1000-1499,København K,['Elite'],42015369,1
1916,Pizzeria Leo,"Sølvgade 2, København","(12.584641, 55.685859)",4.4,136,"['restaurant', 'meal_delivery', 'meal_takeaway', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJd4tnNhlTUkYRJkY6-JfSo8Q,OPERATIONAL,"Sølvgade 2, 1307 København, Denmark",33 15 40 20,,https://pizzerialeo.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.685859,12.584641,1000-1499,København K,['Elite'],39667738,1
1917,Maison,"Dronningens Tværgade 43, København K","(12.5836802, 55.68447639999999)",4.7,78,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-Sw5dpxTUkYR1iQernmhu1k,OPERATIONAL,"Dronningens Tværgade 43, 1302 København, Denmark",33 18 15 16,,http://restaurantmaison.dk/,,55.68447639999999,12.5836802,1000-1499,København K,"[1, 1]",40517081,1
1918,Ché Fè Trattoria,"Borgergade 17A, København","(12.5853688, 55.6842993)",4.5,283,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJW4hxHBlTUkYRgjDmFrP4soI,OPERATIONAL,"Borgergade 17A, 1300 København, Denmark",33 11 17 21,,http://www.chefe.dk/,,55.6842993,12.5853688,1000-1499,København K,,0,1
1919,King Tut,"Borgergade 134, København","(12.5878607, 55.68668909999999)",3.9,92,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJE004JR9TUkYR_6MC-GgBMlY,OPERATIONAL,"Borgergade 134, 1300 København, Denmark",33 15 79 88,1.0,https://kingtutpizzeria.dk/,"('1200', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1200', '2200')",55.68668909999999,12.5878607,1000-1499,København K,['Elite'],39390035,1
1920,JOE & THE JUICE,"Østerport Station, København","(12.587443, 55.69262690000001)",2.5,6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJpfHJQaJTUkYRVEkQvva8pyY,OPERATIONAL,"Østerport Station, 2100 København, Denmark",,2.0,http://www.joejuice.com/,"('1100', '1800'); ('0800', '2000'); ('0800', '2000'); ('0800', '2000'); ('0800', '2000'); ('0800', '2000'); ('0900', '1800')",55.69262690000001,12.587443,2100,København Ø,['Elite'],26589355,1
1921,Engell/Solovej ApS,"Lipkesgade 8, København Ø","(12.5858521, 55.69704549999999)",4.9,14,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJM_qA8-NSUkYR9IMWcRIzWxE,OPERATIONAL,"Lipkesgade 8, 2100 København, Denmark",39 20 10 00,,http://www.engellsolovej.dk/,,55.69704549999999,12.5858521,2100,København Ø,['Elite'],39624397,1
1922,Kashmir Indisk Restaurant,"Willemoesgade 75, København","(12.5873494, 55.6989131)",3.8,180,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJT3a_PORSUkYRZaNQKiBoe7g,OPERATIONAL,"Willemoesgade 75, 2100 København, Denmark",35 43 43 73,2.0,https://www.kashmir-restaurant.dk/,"('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100')",55.6989131,12.5873494,2100,København Ø,,0,1
1923,Pizza D'Italia,"Classensgade 50, København","(12.5868858, 55.697829)",4.2,50,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTUEJD-RSUkYRpb_ByQoqwUg,OPERATIONAL,"Classensgade 50, 2100 København, Denmark",35 55 85 50,,http://pizzaditalia.dk/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.697829,12.5868858,2100,København Ø,[2],41135840,1
1924,Mo's Pizza,"Classensgade 49, København","(12.5867571, 55.69801)",4.2,131,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJhezTEeRSUkYRCO0twXRAUGM,OPERATIONAL,"Classensgade 49, 2100 København, Denmark",35 42 63 77,,http://www.mospizza.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.69801,12.5867571,2100,København Ø,,0,1
1925,Yuca Taco,"Odensegade 20, København","(12.5810246, 55.7001094)",4.4,24,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpToG5K5TUkYR6tJbAW24fBE,OPERATIONAL,"Odensegade 20, 2100 København, Denmark",60 22 03 79,,http://yucataco.dk/,"('1200', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",55.7001094,12.5810246,2100,København Ø,,0,1
1926,Ramen to Bíiru Østerbro,"Victor Borges Plads 6, København","(12.5810013, 55.7017331)",4.5,258,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJT59vjOFTUkYRSboKnC_nfJo,OPERATIONAL,"Victor Borges Pl. 6, 2100 København, Denmark",53 69 83 93,2.0,https://ramentobiiru.dk/osterbro/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",55.7017331,12.5810013,2100,København Ø,"[1, 1, 2, 1]",37002992,1
1927,Sushi One,"Nordre Frihavnsgade 78, København Ø","(12.5859885, 55.7031214)",3.6,70,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ29Y5h-9SUkYRvLIKXN_BuJY,OPERATIONAL,"Nordre Frihavnsgade 78, 2100 København, Denmark",26 37 77 33,,http://sushione.dk/bestilling,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",55.7031214,12.5859885,2100,København Ø,"[1, 1, 1, 2]",32497888,1
1928,Det Simrer,"Melchiors Plads 3, København Ø","(12.5851621, 55.70339300000001)",4.4,190,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJg_Qhie9SUkYR5U4xH-HhQ10,OPERATIONAL,"Melchiors Pl. 3, 2100 København, Denmark",35 55 31 41,2.0,http://detsimrer.dk/,"('1000', '2130'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2230'); ('1000', '2200')",55.70339300000001,12.5851621,2100,København Ø,['Elite'],37500658,1
1929,Euro Asian Madhus,"Nordre Frihavnsgade 82, København Ø","(12.5864109, 55.7031522)",3.8,33,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJicnWge9SUkYR2jdelvHXJQY,OPERATIONAL,"Nordre Frihavnsgade 82, 2100 København, Denmark",35 26 46 70,,http://euroasian.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.7031522,12.5864109,2100,København Ø,,0,1
