,Unnamed: 0,Unnamed: 0.1,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,smileys,cvr_number,checked_findsmiley,city_name
1071,1071,ChIJoYf-2bLxUkYRZqrCcHMZm-k,Kashmir To Go Frederiksberg,"Nordre Fasanvej 162, Frederiksberg","(55.6941018, 12.5336969)",4.0,65.0,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJoYf-2bLxUkYRZqrCcHMZm-k,OPERATIONAL,"Nordre Fasanvej 162, 2000 Frederiksberg, Denmark",35 13 13 38,2.0,https://www.kashmir-togo.dk/frederiksberg,"('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100')",,,1,Frederiksberg
1072,1072,ChIJJalxw7BTUkYR0XjveH2IkyY,M Sushi,"Borups Allé 109, Frederiksberg","(55.69300010000001, 12.5346862)",4.3,52.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJalxw7BTUkYR0XjveH2IkyY,OPERATIONAL,"Borups Allé 109, 2000 Frederiksberg, Denmark",38 19 99 99,,http://www.msushi.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,Frederiksberg
1073,1073,ChIJlWDgzJJTUkYReWanSe9nX5w,Pops Diner Box,"Nordre Fasanvej 174, Frederiksberg","(55.6949818, 12.5342594)",4.1,72.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJlWDgzJJTUkYReWanSe9nX5w,OPERATIONAL,"Nordre Fasanvej 174, 2000 Frederiksberg, Denmark",71 99 71 91,,https://popsdiner.dk/,"('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200')",,,1,Frederiksberg
1074,1074,ChIJrWMelrRTUkYRw3X077tL9I4,Roma's Pizzaria & Burger House,"Nordre Fasanvej 180, Frederiksberg","(55.6957944, 12.5351602)",3.0,73.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJrWMelrRTUkYRw3X077tL9I4,OPERATIONAL,"Nordre Fasanvej 180, 2000 Frederiksberg, Denmark",38 87 16 15,,https://www.romasgastronomia.dk/,,,,1,Frederiksberg
1075,1075,ChIJu_KhvbRTUkYRQsBfW7orpBM,Pizza,"Nordre Fasanvej 180, Frederiksberg","(55.6957013, 12.5351834)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJu_KhvbRTUkYRQsBfW7orpBM,OPERATIONAL,"Nordre Fasanvej 180, 2000 Frederiksberg, Denmark",34 13 77 81,,https://www.romaspizza2000.dk/shop/contact/index,"('1200', '2200'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",,,1,Frederiksberg
1076,1076,ChIJ8y5TR0tSUkYRfgir6wq3YMI,The Indian Shehnai,"Nordre Fasanvej 239, København","(55.6980347, 12.5355589)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8y5TR0tSUkYRfgir6wq3YMI,OPERATIONAL,"Nordre Fasanvej 239, 2200 København, Denmark",,,,,,,1,København
1077,1077,ChIJ19oAs7RTUkYR7IPFfCGAumU,Danafrika Restaurant,"Nordre Fasanvej 192, København N","(55.6969417, 12.5358906)",4.4,25.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ19oAs7RTUkYR7IPFfCGAumU,OPERATIONAL,"Nordre Fasanvej 192, 2200 Frederiksberg, Denmark",38 19 99 56,,http://www.danafrika.dk/,,,,1,København N
1078,1078,ChIJI-tUNkpSUkYRLTxy-9EgPZs,S.H.A. Invest a/S,"Frederikssundsvej 23, København","(55.70150599999999, 12.5343039)",5.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJI-tUNkpSUkYRLTxy-9EgPZs,CLOSED_TEMPORARILY,"Frederikssundsvej 23, 2400 København, Denmark",,,,,,,1,København
1079,1079,ChIJdTkbEUpSUkYR-SJPuXOx-7M,Samosa House,"Frederikssundsvej 35, København","(55.7020135, 12.5325041)",4.2,112.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJdTkbEUpSUkYR-SJPuXOx-7M,OPERATIONAL,"Frederikssundsvej 35, 2400 København, Denmark",38 10 88 85,2.0,http://www.samosahouse.dk/,"('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130')",,,1,København
1080,1080,ChIJh3JVO0pSUkYROh15tzOSDbI,Pizza & Shawarma house,"Frederiksborgvej 4, København","(55.7020925, 12.5338052)",4.4,99.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJh3JVO0pSUkYROh15tzOSDbI,OPERATIONAL,"Frederiksborgvej 4, 2400 København, Denmark",35 81 00 35,1.0,http://pizza-og-shawarma-house.business.site/,"('1200', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1100', '2200')",,,1,København
1081,1081,ChIJI-tUNkpSUkYRi14LqdbKwqY,Kösk Kebab,"Frederikssundsvej 23, København","(55.70148099999999, 12.5343719)",4.2,1756.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJI-tUNkpSUkYRi14LqdbKwqY,OPERATIONAL,"Frederikssundsvej 23, 2400 København, Denmark",38 11 34 05,1.0,https://www.koskkebab.dk/,"('1200', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1200', '0000')",,,1,København
1082,1082,ChIJ3Wfa66ZTUkYRgnaldpvdj64,Mazmez,"Frederikssundsvej 31, København","(55.70182440000001, 12.5328265)",,,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ3Wfa66ZTUkYRgnaldpvdj64,OPERATIONAL,"Frederikssundsvej 31, 2400 København, Denmark",,,,,,,1,København
1083,1083,ChIJOYQvFEpSUkYRIJie1Q4GZME,Ali's Restaurant,"Frederikssundsvej 31, København","(55.70182440000001, 12.5328265)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJOYQvFEpSUkYRIJie1Q4GZME,OPERATIONAL,"Frederikssundsvej 31, 2400 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,København
1084,1084,ChIJVVUhNkpSUkYRuL3_lYpzxIE,Arabisk Restaurant,"Frederikssundsvej 23, København","(55.7013656, 12.5343259)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJVVUhNkpSUkYRuL3_lYpzxIE,OPERATIONAL,"Frederikssundsvej 23, 2400 København, Denmark",,,,,,,1,København
1085,1085,ChIJiVQRNUpSUkYR9lIGL7kJspg,Fresh Kebab,"Frederikssundsvej 17, København","(55.7013967, 12.5348854)",4.3,105.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJiVQRNUpSUkYR9lIGL7kJspg,OPERATIONAL,"Frederikssundsvej 17, 2400 København, Denmark",,1.0,,"('1100', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0500'); ('1000', '2200')",,,1,København
1086,1086,ChIJTVSnEEpSUkYRtw84jfyOcZA,Vietnamesiske Restauranter,"Frederikssundsvej 32A, København","(55.7022138, 12.532709)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTVSnEEpSUkYRtw84jfyOcZA,OPERATIONAL,"Frederikssundsvej 32A, 2400 København, Denmark",,,,,,,1,København
1087,1087,ChIJk9RTO0pSUkYR5peSEvizyas,På Hjørnet Kiosk,"Frederiksborgvej 4, København","(55.702046, 12.533834)",4.0,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJk9RTO0pSUkYR5peSEvizyas,OPERATIONAL,"Frederiksborgvej 4, 2400 København, Denmark",,,,"('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200')",,,1,København
1088,1088,ChIJsw7GHkpSUkYRHSWXTVu38Fs,Istanbul Chicken,"Frederiksborgvej 12, København","(55.7026742, 12.5335705)",3.6,181.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsw7GHkpSUkYRHSWXTVu38Fs,OPERATIONAL,"Frederiksborgvej 12, 2400 København, Denmark",38 11 00 33,1.0,https://www.facebook.com/IstanbulChicken,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200'); ('1200', '2200')",,,1,København
1089,1089,ChIJvZz470lSUkYRHZFngijSEdw,Miklagaard,"Frederiksborgvej 21, København","(55.7033869, 12.5325561)",4.2,466.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJvZz470lSUkYRHZFngijSEdw,OPERATIONAL,"Frederiksborgvej 21, 2400 København, Denmark",44 41 44 14,2.0,https://www.miklagaardpizza.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,København
1090,1090,ChIJbwscbMZTUkYRceNXltKvp7Q,Lefalaf,"Frederiksborgvej 11, København","(55.7025708, 12.533139)",4.5,66.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJbwscbMZTUkYRceNXltKvp7Q,OPERATIONAL,"Frederiksborgvej 11, 2400 København, Denmark",26 37 54 51,,http://www.lefalaf.dk/,"('1200', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1200', '2030')",[1],35981861,1,København
1091,1091,ChIJda1djdNTUkYRwCOTlVLZDXU,Injera,"Frederiksborgvej 8, København","(55.702237, 12.533756)",4.8,18.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJda1djdNTUkYRwCOTlVLZDXU,OPERATIONAL,"Frederiksborgvej 8, 2400 København, Denmark",61 79 71 93,,,"('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300')",,,1,København
1092,1092,ChIJg4ptI0pSUkYRaVFJlvWNqZQ,Sindbad U,"Frederiksborgvej 8, København","(55.702237, 12.533756)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJg4ptI0pSUkYRaVFJlvWNqZQ,OPERATIONAL,"Frederiksborgvej 8, 2400 København, Denmark",,,https://www.hungry.dk/koebenhavn-nv/sindbad-u/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,København
1093,1093,ChIJx3CiIUpSUkYRimWfkFRGfAA,Barbeque Kitchen ApS,"Frederiksborgvej 12, København","(55.70255239999999, 12.5337066)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJx3CiIUpSUkYRimWfkFRGfAA,OPERATIONAL,"Frederiksborgvej 12, 2400 København, Denmark",62 26 12 12,,,"('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",,,1,København
1094,1094,ChIJd_DqvElTUkYRzpic8ESsrHc,Görkem Efendi - København,"Frederiksborgvej 21, København","(55.7033396, 12.5324893)",4.5,36.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJd_DqvElTUkYRzpic8ESsrHc,OPERATIONAL,"Frederiksborgvej 21, 2400 København, Denmark",93 10 15 62,,http://efendi.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",['Elite'],27491979,1,København
1095,1095,ChIJWaYzN0hSUkYRCM4I98lpzcg,Tribeca Beer & Pizzalab,"Bisiddervej 16, København","(55.706322, 12.5342258)",4.2,722.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWaYzN0hSUkYRCM4I98lpzcg,OPERATIONAL,"Bisiddervej 16, 2400 København, Denmark",35 85 10 50,2.0,http://www.tribecanv.dk/,"('1600', '2100'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2300'); ('1600', '2300')",,,1,København
1096,1096,ChIJzb46JEhSUkYR9y-MhYmZLOI,Nordvest Ølbar,"Sporemagervej 2, København","(55.7065546, 12.5338979)",4.5,239.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzb46JEhSUkYR9y-MhYmZLOI,OPERATIONAL,"Sporemagervej 2, 2400 København, Denmark",60 77 94 02,2.0,http://nordvestoelbar.dk/,,,,1,København
1097,1097,ChIJb7ol0zdSUkYRq7jtqmHaVx0,Pappas Pizzaria & Restaurante,"Frederiksborgvej 48, København","(55.705841, 12.53225)",3.9,94.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJb7ol0zdSUkYRq7jtqmHaVx0,OPERATIONAL,"Frederiksborgvej 48, 2400 København, Denmark",35 81 29 18,,https://pappaspizza-2400.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1200', '2200')",,,1,København
1098,1098,ChIJAyDu40lSUkYRI10Qxtxs9cI,B.E.B Rengøring / Restaurant Brunello v/Hatip Ajeti,"Frederiksborgvej 31, København","(55.7039387, 12.5325097)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJAyDu40lSUkYRI10Qxtxs9cI,OPERATIONAL,"Frederiksborgvej 31, 2400 København, Denmark",26 70 58 57,,,,,,1,København
1099,1099,ChIJs-rS6TdSUkYRsxO--T4iZbg,Kemer Pizza,"Frederiksborgvej 68, København","(55.70723869999999, 12.5323075)",4.0,87.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJs-rS6TdSUkYRsxO--T4iZbg,OPERATIONAL,"Frederiksborgvej 68, 2400 København, Denmark",35 83 41 12,,https://kemerpizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,København
1100,1100,ChIJ1X8Q8jdSUkYRNCJ6glaVKVQ,Go Sushi,"Frederiksborgvej 84, København NV","(55.7079621, 12.532394)",3.9,46.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1X8Q8jdSUkYRNCJ6glaVKVQ,OPERATIONAL,"Frederiksborgvej 84, 2400 København NV, Denmark",35 85 95 25,2.0,http://www.gosushi.dk/,,,,1,København Nv
1101,1101,ChIJEa232jdSUkYRYikJdm1TLR0,the bagel store frederiksborgvej,"Frederiksborgvej 54, København","(55.7065737, 12.5323116)",4.1,81.0,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJEa232jdSUkYRYikJdm1TLR0,OPERATIONAL,"Frederiksborgvej 54, 2400 København, Denmark",35 82 35 35,,https://thebagelstore.dk/,"('1100', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1100', '2100')",,,1,København
1102,1102,ChIJmQUq0jdSUkYRLgiKYPT2el4,Høstergaard Smørrebrød,"Frederiksborgvej 50, København","(55.70594549999999, 12.5322918)",3.8,12.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmQUq0jdSUkYRLgiKYPT2el4,OPERATIONAL,"Frederiksborgvej 50, 2400 København, Denmark",35 35 37 36,,https://www.hoestergaard2400.dk/?utm_source=googlepins&utm_medium=referral&utm_campaign=googlepins,,,,1,København
1103,1103,ChIJpx5b3edTUkYRLebIkrcvQtk,Nam-Nam Bowls & Baos,"Frederiksborgvej 84, København","(55.7077567, 12.5324904)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpx5b3edTUkYRLebIkrcvQtk,OPERATIONAL,"Frederiksborgvej 84, 2400 København, Denmark",,,,,,,1,København
1104,1104,ChIJ-UdO1XJTUkYRejEPcxGn8TU,Hubb Kitchens,"Bisiddervej 14, København NV","(55.7063009, 12.5339895)",4.8,20.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJ-UdO1XJTUkYRejEPcxGn8TU,OPERATIONAL,"Bisiddervej 14, 2400 København NV, Denmark",,,http://www.hubb.dk/,,,,1,København Nv
1105,1105,ChIJ_Uf6SyxTUkYRphEUSlPFqgc,Phuket2400,"Frederiksborgvej 84, København","(55.70796290000001, 12.5323952)",4.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ_Uf6SyxTUkYRphEUSlPFqgc,OPERATIONAL,"Frederiksborgvej 84, 2400 København, Denmark",35 85 95 25,,https://phuket2400.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,,,,1,København
1106,1106,ChIJVVW5MEhSUkYRFXLBmTyhYyA,CPH Gourmet,"Bygmestervej 2, København","(55.70618629999999, 12.5345977)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJVVW5MEhSUkYRFXLBmTyhYyA,CLOSED_TEMPORARILY,"Bygmestervej 2, 2400 København, Denmark",26 14 88 14,,http://www.cph-gourmet.dk/kontakt.html,,,,1,København
1107,1107,ChIJH4H39DdSUkYRp72h0VHslMo,Viggos Bar,"Frederiksborgvej 86, København","(55.7083731, 12.5322975)",3.9,106.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJH4H39DdSUkYRp72h0VHslMo,OPERATIONAL,"Frederiksborgvej 86, 2400 København, Denmark",31 63 51 11,1.0,https://viggosbar.dk/,"('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500')","[1, 1, 1, 1]",36016574,1,København
1108,1108,ChIJ-YewRThSUkYRU-ZX1KiCAr0,Nordvest Pizzaria,"Frederiksborgvej 96, København","(55.71049539999999, 12.5323719)",3.7,118.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-YewRThSUkYRU-ZX1KiCAr0,OPERATIONAL,"Frederiksborgvej 96, 2400 København, Denmark",35 81 90 28,1.0,https://www.eatonline.dk/restaurant/172/nord-vest-pizza-grillbar,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",,,1,København
1109,1109,ChIJA1ostKxTUkYRwtRpM2Ep7-w,Frida,"Frederiksborgvej 106, København","(55.71133559999999, 12.5322829)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJA1ostKxTUkYRwtRpM2Ep7-w,OPERATIONAL,"Frederiksborgvej 106, 2400 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,København
1110,1110,ChIJ-3Rd5ThSUkYRXt95fu4Sgso,La Spezia Pizzaria,"Tuborgvej 266, København NV","(55.7121968, 12.53289)",4.1,26.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-3Rd5ThSUkYRXt95fu4Sgso,OPERATIONAL,"Tuborgvej 266, 2400 København NV, Denmark",35 82 82 92,,https://laspezia.meal4u.dk/,"('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200')",,,1,København Nv
1111,1111,ChIJz-OitzhSUkYRgKRrKz3kMK0,Sushi Time,"Tagensvej 227, København","(55.713474, 12.5346315)",4.0,40.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJz-OitzhSUkYRgKRrKz3kMK0,OPERATIONAL,"Tagensvej 227, 2400 København, Denmark",35 85 85 44,,https://sushi-time.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=15,"('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130')",,,1,København
1112,1112,ChIJUza2tDhSUkYR7s8-O8wrBFI,Cafe Cantinos,"Tagensvej 204, København","(55.7139494, 12.5351371)",4.3,227.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJUza2tDhSUkYR7s8-O8wrBFI,OPERATIONAL,"Tagensvej 204, 2400 København, Denmark",35 82 83 33,2.0,http://www.cafecantinos.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",['Elite'],39719711,1,København
1113,1113,ChIJJfyyrhxTUkYRhj2iFomiz5g,Det Libanesiske Madhus,"Tagensvej 225, København","(55.71287539999999, 12.5351218)",4.9,34.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJfyyrhxTUkYRhj2iFomiz5g,OPERATIONAL,"Tagensvej 225, 2400 København, Denmark",60 19 21 66,,https://det-libanesiske-madhus.business.site/?utm_source=gmb&utm_medium=referral,,"[1, 1]",42411639,1,København
1114,1114,ChIJUf_lNRRSUkYRs7rozMQi6Qo,Asian Take Away,"Emdrupvej 145A, København","(55.7228022, 12.5345703)",3.6,61.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJUf_lNRRSUkYRs7rozMQi6Qo,OPERATIONAL,"Emdrupvej 145A, 2400 København, Denmark",39 31 33 66,1.0,https://asiantakeaway2400.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,,,,1,København
1115,1115,ChIJi4LocrdTUkYRZtBCoO_gB4w,Masala corner and Burger Corner,"Emdrupvej 149, København","(55.7227919, 12.5343274)",4.5,10.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJi4LocrdTUkYRZtBCoO_gB4w,OPERATIONAL,"Emdrupvej 149, 2400 København, Denmark",93 60 60 61,,http://masalacorner.dk/,,[1],40965025,1,København
1116,1116,ChIJx1biSBRSUkYRxmNT1XxiJEs,Dom Pedro v/Petre Liviu Dumitru,"Emdrupvej 114, København","(55.7229718, 12.5353313)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJx1biSBRSUkYRxmNT1XxiJEs,CLOSED_TEMPORARILY,"Emdrupvej 114, 2400 København, Denmark",28 29 39 09,,,,,,1,København
1117,1117,ChIJo0nSSBRSUkYR4dYiwZepqOQ,Esperia Pizza,"Emdrupvej 114, København","(55.72294050000001, 12.5354511)",3.8,96.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJo0nSSBRSUkYR4dYiwZepqOQ,OPERATIONAL,"Emdrupvej 114, 2400 København, Denmark",39 69 24 40,2.0,https://www.eatonline.dk/restaurant/241/esperia-pizza-emdrupvej,"('1145', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1145', '2100')",['Elite'],19329739,1,København
1118,1118,ChIJmY5YGwhSUkYRtix-9VT6VRg,Trørødskolens Kantine Service v/Shahnaz Lajmiri,"Lyngbyvej 347A, Gentofte","(55.7419002, 12.5345432)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmY5YGwhSUkYRtix-9VT6VRg,OPERATIONAL,"Lyngbyvej 347A, 2820 Gentofte, Denmark",39 77 39 77,,,,,,1,Gentofte
1119,1119,ChIJ-wDMTedNUkYRTu6qb5YpH7k,Restaurant Wohlert,"Jægersborg Alle 166, Gentofte","(55.76373899999999, 12.5347139)",4.0,23.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-wDMTedNUkYRTu6qb5YpH7k,OPERATIONAL,"Jægersborg Alle 166, 2820 Gentofte, Denmark",39 77 28 00,,http://www.schaeffergaarden.dk/restaurant/,,,,1,Gentofte
1120,1120,ChIJrXliIt5NUkYR4UPfkD1I5nI,A La Carte Kommunikation v/Erik Prehn Børlund,"Ved Ermelunden 22, Gentofte","(55.76542399999999, 12.533958)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJrXliIt5NUkYR4UPfkD1I5nI,OPERATIONAL,"Ved Ermelunden 22, 2820 Gentofte, Denmark",39 65 60 34,,,,,,1,Gentofte
1121,1121,ChIJz6ntiodVUkYR3rjwx10o0Rs,Gauchas,"Bådehavnsgade 44D, København","(55.639677, 12.53891)",5.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJz6ntiodVUkYR3rjwx10o0Rs,OPERATIONAL,"Bådehavnsgade 44D, 2450 København, Denmark",91 77 24 25,,http://www.gauchas.dk/,,,,1,København
1122,1122,ChIJ6cw7LYZUUkYRxn8mFpQnT54,David Amador Garcia Parrilla,"Bådehavnsgade 42, København SV","(55.6401016, 12.5389405)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6cw7LYZUUkYRxn8mFpQnT54,OPERATIONAL,"Bådehavnsgade 42, 2450 København, Denmark",33 23 19 70,,,,,,1,København Sv
1123,1123,ChIJZZiPkApVUkYRLVwcadbUriI,Sydhavnens Pølsevogn,"Borgbjergsvej 26, København SV","(55.6514269, 12.5368061)",5.0,7.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJZZiPkApVUkYRLVwcadbUriI,OPERATIONAL,"Borgbjergsvej 26, 2450 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,København Sv
1124,1124,ChIJeRuYAIhTUkYRPfMICOwRZrU,Spisestuen,"Borgbjergsvej 13, København","(55.65173069999999, 12.5379431)",4.8,73.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJeRuYAIhTUkYRPfMICOwRZrU,OPERATIONAL,"Borgbjergsvej 13, 2450 København, Denmark",91 60 07 85,,https://www.spisestuenkbh.dk/,,[1],41013869,1,København
1125,1125,ChIJjQ7FdoBTUkYR_zKS_dcbOn4,Palermo Pizzeria,"Borgbjergsvej 11, København","(55.651851, 12.538005)",4.2,287.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJjQ7FdoBTUkYR_zKS_dcbOn4,OPERATIONAL,"Borgbjergsvej 11, 2450 København, Denmark",35 35 00 38,1.0,http://palermopizzeria.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",,,1,København
