,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,ref
ChIJ8eC_aL9TUkYReWR9czbIKcQ,OPERATIONAL,"Smallegade 1, 2000 Frederiksberg, Denmark",33 11 03 13,,http://www.frbraadhuskaelder.dk/,"('1200', '2100'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '0000'); ('1200', '0100'); ('1200', '0100')",ChIJ8eC_aL9TUkYReWR9czbIKcQ
ChIJX6yP9bxTUkYRS0_R1FnFdBs,OPERATIONAL,"Smallegade 2b, 2000 Frederiksberg, Denmark",26 28 27 82,2.0,http://oldirishpub.dk/,,ChIJX6yP9bxTUkYRS0_R1FnFdBs
ChIJeYEq6bxTUkYR6joExJJLkqA,OPERATIONAL,"Gl. Kongevej 176, 1850 Frederiksberg C, Denmark",34 12 12 32,,http://wedogreens.com/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",ChIJeYEq6bxTUkYR6joExJJLkqA
ChIJ54g7w7xTUkYRLO8U1uGB4yI,OPERATIONAL,"Gl. Kongevej 170, 1850 Frederiksberg, Denmark",38 34 00 08,,https://www.deligreco.dk/,,ChIJ54g7w7xTUkYRLO8U1uGB4yI
ChIJP_SB3LxTUkYRis3Z7d378Pg,OPERATIONAL,"Gl. Kongevej 169, st, 1850 Frederiksberg C, Denmark",33 21 01 21,,https://oliolipoke.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJP_SB3LxTUkYRis3Z7d378Pg
ChIJe7ErjbxTUkYRz4IDBsJ7iGw,OPERATIONAL,"Falkoner Alle 6, 2000 Frederiksberg, Denmark",32 16 60 50,,http://thebagelstore.dk/,"('1100', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1100', '2000')",ChIJe7ErjbxTUkYRz4IDBsJ7iGw
ChIJG0n757xTUkYR0zgwyctUCqk,OPERATIONAL,"Gl. Kongevej 173, 1850 Frederiksberg, Denmark",33 22 93 91,,,"('1200', '2045'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",ChIJG0n757xTUkYR0zgwyctUCqk
ChIJZcdX4rxTUkYRc-fNJik1dtE,OPERATIONAL,"Allegade 24A, 2000 Frederiksberg, Denmark",51 32 01 51,2.0,http://ewalds-frb.dk/,"('1100', '1700'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2300'); ('1100', '2300')",ChIJZcdX4rxTUkYRc-fNJik1dtE
ChIJJyzM2adTUkYRaVwac_cehYU,OPERATIONAL,"Smallegade 1, 2000 Frederiksberg, Denmark",,,https://frbraadhuskaelder.dk/,"('1200', '2100'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJJyzM2adTUkYRaVwac_cehYU
ChIJYbJwgrxTUkYRrb07ziH0ypI,OPERATIONAL,"Falkoner Alle 20, 2000 Frederiksberg, Denmark",31 60 57 27,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=37,,ChIJYbJwgrxTUkYRrb07ziH0ypI
ChIJ-yfajLtTUkYRj6ixoaBXx4o,OPERATIONAL,"Solbjergvej 6, 2000 Frederiksberg, Denmark",38 41 41 70,2.0,https://madklubben.dk/restauranter/madklubben-frederiksberg/,"('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000')",ChIJ-yfajLtTUkYRj6ixoaBXx4o
ChIJ4bcnnbtTUkYRJYeHo4ypaM0,OPERATIONAL,"Solbjergvej 3, 2000 Frederiksberg, Denmark",22 72 58 88,2.0,http://www.wagamama.dk/restauranter/frederiksberg,"('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2200'); ('1130', '2200')",ChIJ4bcnnbtTUkYRJYeHo4ypaM0
ChIJa_2ucLtTUkYRX2W3H2PZAFI,OPERATIONAL,"Falkoner Alle 26A, 2000 Frederiksberg, Denmark",33 79 07 90,,https://www.dagensmenu.dk/takeaway/den-gr%C3%B8nne-shawarma-frederiksberg?ad-id=3719,"('1100', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000')",ChIJa_2ucLtTUkYRX2W3H2PZAFI
ChIJ210bdbtTUkYRh7qbuI3SuG0,OPERATIONAL,"Frederiksberg Centret - Plan 3, Falkoner Alle 21, 2000 Frederiksberg, Denmark",32 11 32 12,3.0,http://42raw.dk/,"('1000', '1730'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1730')",ChIJ210bdbtTUkYRh7qbuI3SuG0
ChIJGYK2DLtTUkYRag_IayQt1qA,OPERATIONAL,"Falkoner Alle 30, 2000 Frederiksberg, Denmark",35 35 37 88,2.0,https://www.hungry.dk/frederiksberg/banthai/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000')",ChIJGYK2DLtTUkYRag_IayQt1qA
ChIJ-4c3fLtTUkYRDgQuBiOKz-A,OPERATIONAL,"Falkoner Alle 22, 2000 Frederiksberg, Denmark",33 24 46 38,1.0,https://m.facebook.com/pages/Oasen-Kebab-Pizza/117030638365300,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1000', '0500'); ('1000', '0500')",ChIJ-4c3fLtTUkYRDgQuBiOKz-A
ChIJF-iKDLtTUkYR5qnqaFLR9ag,OPERATIONAL,"Falkoner Alle 32, 2000 Frederiksberg, Denmark",38 19 42 01,1.0,https://dagmarspizza-frederiksberg.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=20,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJF-iKDLtTUkYR5qnqaFLR9ag
ChIJyfs5DLtTUkYRoshaSO2Atvs,OPERATIONAL,"Falkoner Alle 34, 2000 Frederiksberg, Denmark",34 12 72 27,2.0,http://groed.com/,"('0900', '2100'); ('0730', '2100'); ('0730', '2100'); ('0730', '2100'); ('0730', '2100'); ('0730', '2100'); ('0900', '2100')",ChIJyfs5DLtTUkYRoshaSO2Atvs
ChIJtXKSDbtTUkYRP8DUIA5r0Nw,CLOSED_TEMPORARILY,"Hostrupsvej 2, 1950 Frederiksberg, Denmark",35 35 30 34,,https://www.hungry.dk/frederiksberg-c/restaurant-india-frederiksberg-closed/?utm_source=google&utm_medium=gmb&utm_campaign=local,,ChIJtXKSDbtTUkYRP8DUIA5r0Nw
ChIJb62yC7tTUkYRww64SJenWAM,OPERATIONAL,"Falkoner Alle 23, 2000 Frederiksberg, Denmark",38 19 42 38,2.0,http://www.cafemoccador.com/,"('1000', '2200'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300')",ChIJb62yC7tTUkYRww64SJenWAM
ChIJCZ7yjbtTUkYRdF8bFO32ZJY,CLOSED_TEMPORARILY,"Solbjergvej 6, 2000 Frederiksberg, Denmark",,,,,ChIJCZ7yjbtTUkYRdF8bFO32ZJY
ChIJK5SXYL1TUkYRBRNqHR80Cxs,OPERATIONAL,"Falkoner Alle 21, 2000 Frederiksberg, Denmark",20 27 98 92,,,"('1100', '1730'); ('1100', '1800'); ('1100', '1730'); ('1100', '1730'); ('1100', '1730'); ('1100', '1800'); ('1100', '1730')",ChIJK5SXYL1TUkYRBRNqHR80Cxs
ChIJ210bdbtTUkYRqwraJyQNtlQ,OPERATIONAL,"Falkoner Alle 21, 2000 Frederiksberg, Denmark",32 12 32 10,,http://www.42raw.dk/,"('1000', '1730'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1730')",ChIJ210bdbtTUkYRqwraJyQNtlQ
ChIJNzvZn7tTUkYRmIRJFbEiEPo,OPERATIONAL,"Falkoner Alle 21, 2000 Frederiksberg, Denmark",38 11 66 82,,,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",ChIJNzvZn7tTUkYRmIRJFbEiEPo
ChIJLzjLIrpTUkYR5uoHT_IutU0,OPERATIONAL,"Helgesvej 29, 2000 Frederiksberg, Denmark",38 34 34 89,,http://www.facebook.com/CafeDelfinen,"('1000', '1600'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1600')",ChIJLzjLIrpTUkYR5uoHT_IutU0
ChIJt5LGrbBTUkYRtYUJ1Ndir1Q,OPERATIONAL,"Godthåbsvej 37, 2000 Frederiksberg, Denmark",38 87 12 45,1.0,https://www.dagensmenu.dk/takeaway/latini-pizza-frederiksberg?ad-id=3744,"('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000')",ChIJt5LGrbBTUkYRtYUJ1Ndir1Q
ChIJm6BOywFTUkYRKo7Gp1KXa2o,OPERATIONAL,"Falkoner Alle 33, 2000 Frederiksberg, Denmark",31 33 69 37,,http://www.grkstore.dk/,,ChIJm6BOywFTUkYRKo7Gp1KXa2o
ChIJu4rajYJTUkYRJnj7VI2UH74,CLOSED_TEMPORARILY,"Godthåbsvej 35, st. Th, 2000, 2000 Frederiksberg, Denmark",27 85 45 38,,http://www.sushiinnovative.dk/,,ChIJu4rajYJTUkYRJnj7VI2UH74
ChIJ8aHoow9TUkYRFPZZ7cse8uk,CLOSED_TEMPORARILY,"Godthåbsvej 35, st. Th, 2000 Frederiksberg, Denmark",51 51 13 73,,,,ChIJ8aHoow9TUkYRFPZZ7cse8uk
ChIJTynrorBTUkYRl6XJTxf6nk4,OPERATIONAL,"Godthåbsvej 28, 2000 Frederiksberg, Denmark",77 77 20 00,2.0,http://www.denblaahund.dk/,"('0900', '2300'); ('0930', '2300'); ('0930', '2300'); ('0930', '0000'); ('0930', '0000'); ('0930', '0100'); ('0900', '0100')",ChIJTynrorBTUkYRl6XJTxf6nk4
ChIJ5QqumbBTUkYRw67D_B-Pd8U,OPERATIONAL,"Godthåbsvej 26, 2000 Frederiksberg, Denmark",32 12 40 00,2.0,https://nordicnoodle.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJ5QqumbBTUkYRw67D_B-Pd8U
ChIJ8SJjTLdTUkYRXTaCjh6WTc8,OPERATIONAL,"Godthåbsvej 42, 2000 Frederiksberg, Denmark",38 87 26 16,2.0,http://www.da-claudio.dk/,"('1700', '2200'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300')",ChIJ8SJjTLdTUkYRXTaCjh6WTc8
ChIJ0fgKfrBTUkYR1FlazEPFH8g,OPERATIONAL,"Godthåbsvej 16, 2000 Frederiksberg, Denmark",38 88 00 10,,http://morskoekken.dk/,"('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130')",ChIJ0fgKfrBTUkYR1FlazEPFH8g
ChIJ4QN0UrdTUkYR4RxpHCqfGqg,OPERATIONAL,"Godthåbsvej 45, st. th, 2000 Frederiksberg, Denmark",31 35 08 80,2.0,http://www.madogkaffe.dk/,"('0830', '2000'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100')",ChIJ4QN0UrdTUkYR4RxpHCqfGqg
ChIJuftMIO9TUkYRyxw6Bdh2bEk,OPERATIONAL,"Nitivej 14, 2000 Frederiksberg, Denmark",,,,,ChIJuftMIO9TUkYRyxw6Bdh2bEk
ChIJc8ydZgpTUkYRuc2ejfo5E8g,OPERATIONAL,"Nordre Fasanvej 150, 152, 2000 Frederiksberg, Denmark",71 99 19 16,,https://the-pheasant-eventvenue-selskabslokale.business.site/?utm_source=gmb&utm_medium=referral,,ChIJc8ydZgpTUkYRuc2ejfo5E8g
ChIJlU_6aLRTUkYRhaIY4xrHiBM,CLOSED_TEMPORARILY,"Borups Allé 112, 2000 Frederiksberg, Denmark",,2.0,,,ChIJlU_6aLRTUkYRhaIY4xrHiBM
ChIJjca0FbFTUkYRs-EvvCu1dis,OPERATIONAL,"Munkensvej 2, st, 2000 Frederiksberg, Denmark",30 35 87 73,,http://www.zorbas.dk/,"('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000')",ChIJjca0FbFTUkYRs-EvvCu1dis
ChIJA12fWrRTUkYRzhK4dmRyin8,OPERATIONAL,"Borups Allé 124, 2000 Frederiksberg, Denmark",38 33 20 18,,https://tutto-bello.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJA12fWrRTUkYRzhK4dmRyin8
ChIJ688IXbRTUkYRQwTX3qAQJyc,OPERATIONAL,"Nordre Fasanvej 158, st. th, 2000 Frederiksberg, Denmark",42 92 98 89,1.0,https://homelandkitchen.dk/,,ChIJ688IXbRTUkYRQwTX3qAQJyc
ChIJyQjDUxlTUkYRWhStL41QjW0,OPERATIONAL,"Borups Allé 112, 2000 Frederiksberg, Denmark",27 14 01 63,,,"('1130', '1700'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '1700')",ChIJyQjDUxlTUkYRWhStL41QjW0
ChIJO-LhXbRTUkYRvnai80PvFzg,OPERATIONAL,"Nordre Fasanvej 160, 2000 Frederiksberg, Denmark",38 11 22 23,,https://lqs.dk/,"('1200', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1200', '2100')",ChIJO-LhXbRTUkYRvnai80PvFzg
ChIJoYf-2bLxUkYRZqrCcHMZm-k,OPERATIONAL,"Nordre Fasanvej 162, 2000 Frederiksberg, Denmark",35 13 13 38,2.0,https://www.kashmir-togo.dk/frederiksberg,"('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100')",ChIJoYf-2bLxUkYRZqrCcHMZm-k
ChIJJalxw7BTUkYR0XjveH2IkyY,OPERATIONAL,"Borups Allé 109, 2000 Frederiksberg, Denmark",38 19 99 99,,http://www.msushi.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJJalxw7BTUkYR0XjveH2IkyY
ChIJlWDgzJJTUkYReWanSe9nX5w,OPERATIONAL,"Nordre Fasanvej 174, 2000 Frederiksberg, Denmark",71 99 71 91,,https://popsdiner.dk/,"('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200')",ChIJlWDgzJJTUkYReWanSe9nX5w
ChIJrWMelrRTUkYRw3X077tL9I4,OPERATIONAL,"Nordre Fasanvej 180, 2000 Frederiksberg, Denmark",38 87 16 15,,https://www.romasgastronomia.dk/,,ChIJrWMelrRTUkYRw3X077tL9I4
ChIJu_KhvbRTUkYRQsBfW7orpBM,OPERATIONAL,"Nordre Fasanvej 180, 2000 Frederiksberg, Denmark",34 13 77 81,,https://www.romaspizza2000.dk/shop/contact/index,"('1200', '2200'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJu_KhvbRTUkYRQsBfW7orpBM
ChIJ8y5TR0tSUkYRfgir6wq3YMI,OPERATIONAL,"Nordre Fasanvej 239, 2200 København, Denmark",,,,,ChIJ8y5TR0tSUkYRfgir6wq3YMI
ChIJ19oAs7RTUkYR7IPFfCGAumU,OPERATIONAL,"Nordre Fasanvej 192, 2200 Frederiksberg, Denmark",38 19 99 56,,http://www.danafrika.dk/,,ChIJ19oAs7RTUkYR7IPFfCGAumU
ChIJI-tUNkpSUkYRLTxy-9EgPZs,CLOSED_TEMPORARILY,"Frederikssundsvej 23, 2400 København, Denmark",,,,,ChIJI-tUNkpSUkYRLTxy-9EgPZs
ChIJdTkbEUpSUkYR-SJPuXOx-7M,OPERATIONAL,"Frederikssundsvej 35, 2400 København, Denmark",38 10 88 85,2.0,http://www.samosahouse.dk/,"('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130')",ChIJdTkbEUpSUkYR-SJPuXOx-7M
ChIJh3JVO0pSUkYROh15tzOSDbI,OPERATIONAL,"Frederiksborgvej 4, 2400 København, Denmark",35 81 00 35,1.0,http://pizza-og-shawarma-house.business.site/,"('1200', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1100', '2200')",ChIJh3JVO0pSUkYROh15tzOSDbI
ChIJI-tUNkpSUkYRi14LqdbKwqY,OPERATIONAL,"Frederikssundsvej 23, 2400 København, Denmark",38 11 34 05,1.0,https://www.koskkebab.dk/,"('1200', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1200', '0000')",ChIJI-tUNkpSUkYRi14LqdbKwqY
ChIJ3Wfa66ZTUkYRgnaldpvdj64,OPERATIONAL,"Frederikssundsvej 31, 2400 København, Denmark",,,,,ChIJ3Wfa66ZTUkYRgnaldpvdj64
ChIJOYQvFEpSUkYRIJie1Q4GZME,OPERATIONAL,"Frederikssundsvej 31, 2400 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJOYQvFEpSUkYRIJie1Q4GZME
ChIJVVUhNkpSUkYRuL3_lYpzxIE,OPERATIONAL,"Frederikssundsvej 23, 2400 København, Denmark",,,,,ChIJVVUhNkpSUkYRuL3_lYpzxIE
ChIJiVQRNUpSUkYR9lIGL7kJspg,OPERATIONAL,"Frederikssundsvej 17, 2400 København, Denmark",,1.0,,"('1100', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0500'); ('1000', '2200')",ChIJiVQRNUpSUkYR9lIGL7kJspg
ChIJTVSnEEpSUkYRtw84jfyOcZA,OPERATIONAL,"Frederikssundsvej 32A, 2400 København, Denmark",,,,,ChIJTVSnEEpSUkYRtw84jfyOcZA
ChIJk9RTO0pSUkYR5peSEvizyas,OPERATIONAL,"Frederiksborgvej 4, 2400 København, Denmark",,,,"('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200')",ChIJk9RTO0pSUkYR5peSEvizyas
ChIJsw7GHkpSUkYRHSWXTVu38Fs,OPERATIONAL,"Frederiksborgvej 12, 2400 København, Denmark",38 11 00 33,1.0,https://www.facebook.com/IstanbulChicken,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJsw7GHkpSUkYRHSWXTVu38Fs
ChIJvZz470lSUkYRHZFngijSEdw,OPERATIONAL,"Frederiksborgvej 21, 2400 København, Denmark",44 41 44 14,2.0,https://www.miklagaardpizza.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJvZz470lSUkYRHZFngijSEdw
ChIJbwscbMZTUkYRceNXltKvp7Q,OPERATIONAL,"Frederiksborgvej 11, 2400 København, Denmark",26 37 54 51,,http://www.lefalaf.dk/,"('1200', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1200', '2030')",ChIJbwscbMZTUkYRceNXltKvp7Q
ChIJda1djdNTUkYRwCOTlVLZDXU,OPERATIONAL,"Frederiksborgvej 8, 2400 København, Denmark",61 79 71 93,,,"('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300')",ChIJda1djdNTUkYRwCOTlVLZDXU
ChIJg4ptI0pSUkYRaVFJlvWNqZQ,OPERATIONAL,"Frederiksborgvej 8, 2400 København, Denmark",,,https://www.hungry.dk/koebenhavn-nv/sindbad-u/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJg4ptI0pSUkYRaVFJlvWNqZQ
ChIJx3CiIUpSUkYRimWfkFRGfAA,OPERATIONAL,"Frederiksborgvej 12, 2400 København, Denmark",62 26 12 12,,,"('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJx3CiIUpSUkYRimWfkFRGfAA
ChIJd_DqvElTUkYRzpic8ESsrHc,OPERATIONAL,"Frederiksborgvej 21, 2400 København, Denmark",93 10 15 62,,http://efendi.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJd_DqvElTUkYRzpic8ESsrHc
ChIJWaYzN0hSUkYRCM4I98lpzcg,OPERATIONAL,"Bisiddervej 16, 2400 København, Denmark",35 85 10 50,2.0,http://www.tribecanv.dk/,"('1600', '2100'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2300'); ('1600', '2300')",ChIJWaYzN0hSUkYRCM4I98lpzcg
ChIJzb46JEhSUkYR9y-MhYmZLOI,OPERATIONAL,"Sporemagervej 2, 2400 København, Denmark",60 77 94 02,2.0,http://nordvestoelbar.dk/,,ChIJzb46JEhSUkYR9y-MhYmZLOI
ChIJb7ol0zdSUkYRq7jtqmHaVx0,OPERATIONAL,"Frederiksborgvej 48, 2400 København, Denmark",35 81 29 18,,https://pappaspizza-2400.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1200', '2200')",ChIJb7ol0zdSUkYRq7jtqmHaVx0
ChIJAyDu40lSUkYRI10Qxtxs9cI,OPERATIONAL,"Frederiksborgvej 31, 2400 København, Denmark",26 70 58 57,,,,ChIJAyDu40lSUkYRI10Qxtxs9cI
ChIJs-rS6TdSUkYRsxO--T4iZbg,OPERATIONAL,"Frederiksborgvej 68, 2400 København, Denmark",35 83 41 12,,https://kemerpizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJs-rS6TdSUkYRsxO--T4iZbg
ChIJ1X8Q8jdSUkYRNCJ6glaVKVQ,OPERATIONAL,"Frederiksborgvej 84, 2400 København NV, Denmark",35 85 95 25,2.0,http://www.gosushi.dk/,,ChIJ1X8Q8jdSUkYRNCJ6glaVKVQ
ChIJEa232jdSUkYRYikJdm1TLR0,OPERATIONAL,"Frederiksborgvej 54, 2400 København, Denmark",35 82 35 35,,https://thebagelstore.dk/,"('1100', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1100', '2100')",ChIJEa232jdSUkYRYikJdm1TLR0
ChIJmQUq0jdSUkYRLgiKYPT2el4,OPERATIONAL,"Frederiksborgvej 50, 2400 København, Denmark",35 35 37 36,,https://www.hoestergaard2400.dk/?utm_source=googlepins&utm_medium=referral&utm_campaign=googlepins,,ChIJmQUq0jdSUkYRLgiKYPT2el4
ChIJpx5b3edTUkYRLebIkrcvQtk,OPERATIONAL,"Frederiksborgvej 84, 2400 København, Denmark",,,,,ChIJpx5b3edTUkYRLebIkrcvQtk
ChIJ-UdO1XJTUkYRejEPcxGn8TU,OPERATIONAL,"Bisiddervej 14, 2400 København NV, Denmark",,,http://www.hubb.dk/,,ChIJ-UdO1XJTUkYRejEPcxGn8TU
ChIJ_Uf6SyxTUkYRphEUSlPFqgc,OPERATIONAL,"Frederiksborgvej 84, 2400 København, Denmark",35 85 95 25,,https://phuket2400.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,,ChIJ_Uf6SyxTUkYRphEUSlPFqgc
ChIJVVW5MEhSUkYRFXLBmTyhYyA,CLOSED_TEMPORARILY,"Bygmestervej 2, 2400 København, Denmark",26 14 88 14,,http://www.cph-gourmet.dk/kontakt.html,,ChIJVVW5MEhSUkYRFXLBmTyhYyA
ChIJH4H39DdSUkYRp72h0VHslMo,OPERATIONAL,"Frederiksborgvej 86, 2400 København, Denmark",31 63 51 11,1.0,https://viggosbar.dk/,"('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500'); ('1100', '0500')",ChIJH4H39DdSUkYRp72h0VHslMo
ChIJ-YewRThSUkYRU-ZX1KiCAr0,OPERATIONAL,"Frederiksborgvej 96, 2400 København, Denmark",35 81 90 28,1.0,https://www.eatonline.dk/restaurant/172/nord-vest-pizza-grillbar,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJ-YewRThSUkYRU-ZX1KiCAr0
ChIJA1ostKxTUkYRwtRpM2Ep7-w,OPERATIONAL,"Frederiksborgvej 106, 2400 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJA1ostKxTUkYRwtRpM2Ep7-w
ChIJ-3Rd5ThSUkYRXt95fu4Sgso,OPERATIONAL,"Tuborgvej 266, 2400 København NV, Denmark",35 82 82 92,,https://laspezia.meal4u.dk/,"('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200')",ChIJ-3Rd5ThSUkYRXt95fu4Sgso
ChIJz-OitzhSUkYRgKRrKz3kMK0,OPERATIONAL,"Tagensvej 227, 2400 København, Denmark",35 85 85 44,,https://sushi-time.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=15,"('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130')",ChIJz-OitzhSUkYRgKRrKz3kMK0
ChIJUza2tDhSUkYR7s8-O8wrBFI,OPERATIONAL,"Tagensvej 204, 2400 København, Denmark",35 82 83 33,2.0,http://www.cafecantinos.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJUza2tDhSUkYR7s8-O8wrBFI
